index,text,label_text,label_code,tweet_id
312,"RT Bans on abortion dont mean people wont abort, it just means more women will die due to unsafe procedures. ",Strongly believe abortion should be legal,2,1459364624428457990
313,That answers that. But dont say gay I guess. Dudes also way too anti-choice for me as well.,Slightly believe abortion should be legal,1,1500204475025342464
314,"Also try to ask in a whispering voice,how many birth control pills,(morning after) has one swallowed before deciding to become a mother, you'll agree with me, I ain't far from the truth!",Neutral to abortion rights/restrictions,0,1505603873066696705
315,"""GiveSendGo"" is a ""Christian crowdfunding site"" that frequently funnels money to things like ""canceling so and so abortion"" and ""send kids to Christian camp"". That IS the far right.",Slightly believe abortion should be legal,1,1494783892473057284
316,Would be curious where this immense social pressure to have an abortion came from. Is she insinuating she was forced into an abortion here?,Slightly believe abortion should be illegal,-1,1518658926266355712
317,"Oh, really....Disgusting people are those who murder the unborn.... As a reputable president once said...I see the people pushing abortion have already been born. ",Strongly believe abortion should be illegal,-2,1533829510843473920
318,RT Abortion hearings: What's going on in #Namibia? (1/4) ,Neutral to abortion rights/restrictions,0,1481668237461016584
319,Some good context is that more people died of covid in 2021 than 2020 and we got less money Hows that for some context lol Federal minimum wage is still 7.25 Im getting a dozen notifications a day of states making abortion damn near impossible. But yeah vote blue!,Strongly believe abortion should be legal,2,1520608078294437889
320,RT There is more evil that happens in any abortion clinic on any given day of the year than what happened at the U.S. Capitol,Strongly believe abortion should be illegal,-2,1476578737210728457
321,THIS ORGANIZATION IS SICK - IT PROMOTES KILLING INNOCENT BABIES - THE GOVERNMENT SHOULD NOT BE PAYING FOR A WOMAN TO HAVE AN ABORTION - IT IS MURDER,Strongly believe abortion should be illegal,-2,1446257661989855236
322,RT THE AMOUNT OF PEOPLE WHO JUST WALKED OUT OF THE HALSEY CONCERT AFTER NIGHTMARE WHEN SHE SPOKE ABOUT ABORTION WAS SICKENING. FIGHT FOR WHAT IS RIGHT. #AbortionRightsAreHumanRights #MYBODYMYCHOICE #halsey @halsey,Strongly believe abortion should be legal,2,1541559588180398080
323,"RT DO NOT RAP MY DOOR FOR A VOTE Jay's mum blasts the pro-abortion politicians who voted to kill children like her son Jay, who has Down Syndrome, up to birth in Northern Ireland. Credit Mc Cafferty https://t.co/RGZn0PMdLp #AE22 #VoteThemOut ",Strongly believe abortion should be illegal,-2,1518655773898952705
324,You might consider educating yourself on the facts of when and where late term abortions are allowed. ,Slightly believe abortion should be illegal,-1,1465799347866505216
325,"RT More blue states need to follow her lead. If the abortion bans being unrolled in red states now should land on the steps of the SC, we will regret not having our own arguments to present. ",Slightly believe abortion should be legal,1,1512089908759781378
326,RT I know exactly who needs to hear this: Nobody can get pregnant without sperm. So why is the onus always on the person with the uterus but never the person with the testes? Abortion is healthcare. And ALL medical procedures should stay private. #OperationSaveAbortion ,Strongly believe abortion should be legal,2,1537824549512876033
327,RT If the Supreme Court curtails abortion rights it could flip the script on the 2022 midterm elections #7News,Neutral to abortion rights/restrictions,0,1467218564386066438
328,"If your wife had miscarried (maybe she did!), should you have had to weigh getting medical care against the possibility she'd go to jail? Doesn't matter if you say you don't support criminalization - if the state says abortion is murder, miscarriages are a potential crime scene.",Strongly believe abortion should be legal,2,1523788343477415937
329,RT Does beating your GF till she loses the pregnancy count as an abortion?,irrelevant or no opinion on abortion,99,1528390053650583552
330,"RT These pro abortion, PRO MURDER women make me sick!!!! ABORTION IS MURDER! Use birth control or keep your legs closed, GOD DOES NOT CONDONE MURDER!! You are selfish and evil to murder your own babies!!",Strongly believe abortion should be illegal,-2,1526601115801776130
331,RT male birth control doesnt exist Male birth control: ,Slightly believe abortion should be legal,1,1509159991231623171
332,RT Pro-Life Advocates Want to Close Abortion Clinic That Illegally Dumped Aborted Baby Parts and Patient Records ,Neutral to abortion rights/restrictions,0,1496458635236552709
333,"RT I know none of this matters because McConnell doesn't make up these new ""rules"" in good faith. But man, Democrats really need to recognize that's the case and exploit his twists of logic when they provide an opening like this ",irrelevant or no opinion on abortion,99,1439325650708570115
334,"RT Don't let the Democrats fool you that suddenly they care about children when they push abortion to the nth degree, are indoctrinating them in school into communism and gender confusion and allow POC children to be murdered in their cities and do nothing about it!",Strongly believe abortion should be illegal,-2,1529840712765816832
335,"Read Dr. Seuss's ""Horton Hears a Who!"" in relation to abortion. ""'Should I put this speck down? Horton thought with alarm. If I do, these small persons may come to great harm. I cant put it down. And I wont! After all A persons a person. No matter how small.'",Strongly believe abortion should be illegal,-2,1466500742454333445
336,RT Synagogue in Boynton Beach sues Florida over abortion law that starts in July. The lawsuit says Abortion law would prohibit Jewish women from practicing their faith free of government intrusion and this violates their privacy rights and religious freedom.,Strongly believe abortion should be legal,2,1539722476271374339
337,"One change I've made is saying ""miscarriage"" or ""early pregnancy loss"" instead of ""spontaneous abortion"" or ""missed abortion"". It's a win-win bc the patients like it better and it cuts down on phone calls",Strongly believe abortion should be legal,2,1517890146661715969
338,"At least in the United States there are no laws inhibiting the treatment of ectopic pregnancies, and if a physician refuses to treat an ectopic pregnancy and a woman dies then thats not pro-life thats medical malpractice. Cant speak to other countries.",Neutral to abortion rights/restrictions,0,1496282915730341892
339,RT Anti-choice extremists dont know whats best for people and their families. They must not set the agenda in Congress this fall. Help us keep the House majority and expand the Senate with more Democratic pro-choice women in office. ,Strongly believe abortion should be legal,2,1508499646234124292
340,RT Join us next Monday at the Capitol to celebrate life at the annual Pro-Life Rally Day! ,Strongly believe abortion should be illegal,-2,1488934991501406210
341,RT It is important to understand the role of the Rockefeller family in making Roe v. Wade possible. ,Neutral to abortion rights/restrictions,0,1483961952087023616
342,RT Learn more about abortion pills from our contributing editor ,Slightly believe abortion should be legal,1,1532464887565144064
343,"Well, you all got a female pro-abortion pick, so not sure you really get to bitch about ""identity"" for court picks.",Neutral to abortion rights/restrictions,0,1490008440479092737
344,RT We had the biggest Women's March ever in 2017. We've been marching. NOW it's time to work to ELECT progressive pro-choice WOMEN at local and state levels in massive numbers. ,Strongly believe abortion should be legal,2,1466524463823003649
345,"RT Now That Red States Are Protecting Life Earlier, Pro-Life Americans Need To Show Up To Help Women In Need ",Strongly believe abortion should be illegal,-2,1532017823588966401
346,"RT So 44% of VOTERS believe that our children & grandchildren dying my GUNS is something that we just need to learn to live with. TELL ME AGAIN, I DARE YOU, that is Pro-Life. Analysis: A striking number from a new poll on guns - CNN Politics ",Strongly believe abortion should be legal,2,1534169112385146882
347,99% of people dont burn down cities but many of them support BLM. Not every conservative bombs abortion clinics or raids the capitol. But since you trust Kyle if the guy in Waukesha says he was fleeing the scene and didnt intend to hit people youll believe him? If not,Neutral to abortion rights/restrictions,0,1462863210873241600
348,"law endangers the rights of the living should have never reached voting rights to any enactment leads towards fascist tendencies as the reciprocal of every human rights legislation everywhere opening doors from apartheid, abortion choices, and euthanasia",Strongly believe abortion should be legal,2,1447265349355847686
349,"........my God, you know shit about it do you : -NO vaxxine by definition (look it up) - MY BODY , MY CHOICE is no abortion thing, it means ALWAYS no matter what - if injecting a chemical is basis for keeping your job, its not about health - GREAT RESET do your resarch.....",Neutral to abortion rights/restrictions,0,1449796831156834311
350,Lol! 'Leftism is fascism'. 'Abortion isn't healthcare' You are so far gone down the Kool-aid rabbit hole it's hysterical. BUH-BYE CRAZY.,Strongly believe abortion should be legal,2,1489496985396776961
351,RT I just learned all about Birth Control in a very extensive way . I just have to say this. I will wake up everyday from now,Slightly believe abortion should be legal,1,1451990323710758912
352,"A cervical ectropion is a normal occurrence in which cells that line the cervical canal spread out onto the surface of the cervix. #CervicalEctropion is related to the hormone oestrogen and can be common in young women, pregnant women and those on combined contraceptive pills ",irrelevant or no opinion on abortion,99,1493604676490702854
353,"RT May 27 - Eugene, Oregon: Dove Medical Pregnancy Center vandalized with pro-abortion graffiti More: https://t.co/mxmYGhz6sN 27/ ",Neutral to abortion rights/restrictions,0,1537489451919806467
354,"Gov. also signed Senate Bill 4 in September, which when it goes into effect on Dec. 2 will make the use of abortive medications after seven weeks of pregnancy illegal. ",Slightly believe abortion should be illegal,-1,1445848582133895174
355,"RT So the SCOTUS just made it easier to carry guns in New York, next they strike down Roe V Wade. Not to sound hyperbolic but I swear the GOP wants a civil war.",Neutral to abortion rights/restrictions,0,1540035564715524101
356,"I say for-profit health care industry specifically in relation to obstacles in accessing mental health services. State regulation because of things like abortion bans (being pregnant increases your risk of homicide), & anything else that increases risk of suicide or homicide",Slightly believe abortion should be legal,1,1525948856344752129
357,Powerful birth control shot..... Yeaaahhhhh......~ ,Neutral to abortion rights/restrictions,0,1456064427342577664
358,RT SAN DIEGO (AP) California bill seeks to use citizen lawsuits to go after gun companies in same way Texas law targets abortion providers.,Neutral to abortion rights/restrictions,0,1494750852975792128
359,"RT Does an abortion as a result of incest perpetuate the cycle of violence? Experts weigh in. So does a 27-year-old Green Bay-area woman. Raped by her father, she was faced with a tough decision while still a young teen. reports. ",Neutral to abortion rights/restrictions,0,1531972267785199616
360,"RT These fuckwits all sent checks to the GOP after Texas passed their abortion bill! Anybody with on their phones, looking at homes on or buying a is ANTI-WOMAN'S RIGHTS. Thank you @JuddLegum!!! ",Strongly believe abortion should be legal,2,1485758044923383815
361,"RT Republicans are ""pro-life,"" but, they'll do nothing when a father is murdered in a mass shooting & force his wife to die from pregnancy complications, leaving their children orphans & then block gov help when that newborn needs formula. What's pro-life about any of that? #DemCast",Strongly believe abortion should be legal,2,1527398019292962817
362,The all inclusive Oklahoma anti abortion bill that includes cases of rape & incest killed it for the GOP.,Strongly believe abortion should be illegal,-2,1515700525483839494
363,"RT When you find out your crush is one of those pro-choice, but people ",Neutral to abortion rights/restrictions,0,1491135377251663875
364,RT Great turnout at the Bradenton March for Reproductive Rights! Listening to speakers before we march. https:/,Strongly believe abortion should be legal,2,1444331121102237701
365,"RT We will be holding a special stream on THURSDAY to solve a small selection of (regular) crosswords from the These Puzzles Fund Abortion Too fundraiser. Please donate to not only support abortion access, but also get the complete pack of snazzy puzzles. ",Strongly believe abortion should be legal,2,1523795008318427136
366,"RT 49 years ago this week, SCOTUS issued its landmark ruling in Roe v. Wade. It held that the Constitution protects the right of women to access abortion. But with the future of #Roe at stake, it's up to us, in this Senate, to enshrine its protections through federal law. #WHPA ",Strongly believe abortion should be legal,2,1484500421813018625
367,RT Pelosi kept trotting out her catholicism every time she mentioned abortion while sitting near the top of a political party that's pushing for zero restrictions on the procedure. If she had kept her advocacy secular the Church wouldn't have been compelled to speak.,Neutral to abortion rights/restrictions,0,1528391047964811264
368,Let us know the moment you can catch an abortion through the air.,Strongly believe abortion should be legal,2,1538321274983927809
369,"RT I'm still praying for the already born children that have been murdered in our schools. If my uterus could shoot bullets, you wouldn't want to regulate it. Let's discuss the real terrorism here. It's not coming from ""the left"". ",Neutral to abortion rights/restrictions,0,1541563408679583745
370,Yes temporary harm. Doesnt mean a mothers life is always in foreseeable danger. Foreseeable danger (high risk of dying) is a reason for abortion.,Slightly believe abortion should be legal,1,1453486833682173952
371,Nigel Farage is actually a case in point for late term abortion.,Strongly believe abortion should be legal,2,1486753320203165696
372,RT KBJackson couldnt answer when life begins also. When asked by Senator John Kennedy! So she pro abortion! This is another far leftist! LGB!,Slightly believe abortion should be illegal,-1,1506691381498204164
373,Abortion is regressive. I think even cave people protected their own children. ,Strongly believe abortion should be illegal,-2,1527765099443781632
374,Wrong! I just think there it a point where abortion is being used as birth control or for the wrong reasons. I believe there RE circumstances where abortion is the answer.,Slightly believe abortion should be illegal,-1,1536464538924593153
375,Human development begins at fertilization Human Beings Begin as Zygotes: Refutations to 8 Common Pro-Choice Arguments What is the Unborn? A Case for Biological Humanity from Fertilization ,Neutral to abortion rights/restrictions,0,1512335426232672258
376,"I hear what you're saying, and Im not defending it, but it has nothing to do with abortion. Good talk but I think we're done.",Neutral to abortion rights/restrictions,0,1444415495063621633
377,"Love the cover but an article about ""preparing for life after Roe v Wade"" suggests women will just have to ""adjust"" to not having body autonomy. Unless the article is about how to vote out those politicians trying to control women's bodies and make medical decisions for us,no",Strongly believe abortion should be legal,2,1531774048673357824
378,RT A states constitution is separate & distinct from the US Constitution. If a state Supreme Court says that under that states constitution a woman has freedom of choice to have an abortion then the U.S Supreme Court has no right to say no you dont. The fight now state to state,Strongly believe abortion should be legal,2,1512115914459828230
379,"You about to make me put my business in streets lol but nah that shit failed me before and I still had to go get an abortion ,the only contraceptive 100% for everyone is abstinence everything else is not fail proof cause everybody is different",Slightly believe abortion should be legal,1,1540481452164485120
380,"Speaking of money, still not a peep about bounties for abortion in Texas. ",Slightly believe abortion should be illegal,-1,1434650263613149191
381,Unfortunately IUDs must be inserted by a physician or mid level. But they are safe and effective for young teens and up and last for years with no effort. Its costly compared to OTC. If we want to outlaw abortion then we will need to invest in other ways.,Slightly believe abortion should be illegal,-1,1513319357836926978
382,[Divine abortion potion of the unfaithful] Yeets the fetus maybe Consider this Gods will,Strongly believe abortion should be legal,2,1496415061233053698
383,"RT Critics say the times are too partisan and the country is too divided to reopen state constitutions for rewriting or amendments. A convention could open a Pandoras box on issues such as abortion, with proposed changes subject to ratification by voters. ",Neutral to abortion rights/restrictions,0,1505604620743176197
384,"Oh, and all requirements for immunizations for kids to attend public school can just be ignored, right, because, ya know, abortion is legal, and you can't have it both ways, right?",Neutral to abortion rights/restrictions,0,1444384361126715395
385,Not a single one of those things compares to what abortion is and the simple fact youre trying to draw such parallels illustrates just how far left Democrats have gotten from Safe Legal and Rare to its the best thing in the world.,Slightly believe abortion should be illegal,-1,1515740687689519109
386,"You don't have to accept anything from me, just read the history of our region, because you are uninformed. If you keep listening to American politicians instead of learning history and coming up with your own conclusions, you will look like a clown.",irrelevant or no opinion on abortion,99,1499331923667267587
387,"Thease same morons claim most abortion is done in later stages of pregnancy. Completely false. They like the shock value of posters ""showing"" aborted,late stage fetus . What angers me?.. they LIE ,& it's believed.",Strongly believe abortion should be legal,2,1533488942191878148
388,Why can men take care of birth control less problems for them than us.,Neutral to abortion rights/restrictions,0,1484981342840537098
389,"RT After six-week ban, Texans went out of state to get abortions, new records show ",Neutral to abortion rights/restrictions,0,1500231782075092997
390,"Because the rich kids have access to sex ed, birth control, and safe abortions",Neutral to abortion rights/restrictions,0,1455283022241144837
391,"Thats because people who have absolutely no problem murdering an unborn baby, are not religious, nor do they have ANY sense of decency. They are utterly immoral.",Strongly believe abortion should be illegal,-2,1534247966189445120
392,"RT So if a man pays for an abortion he is allowed to change and get ""wiser"" as he ages but a woman who gets an abortion at a young age is labeled a murderer and is prosecuted? Gotta love the double standard here!",Strongly believe abortion should be legal,2,1514320528286560259
393,"RT by another amazing colleague, Dr. Jen Karlin || For abortion care, physicians may need to step aside to support patients",Strongly believe abortion should be legal,2,1444036657179553792
394,"It could be, but that would imply being pro-choice is logically connected with being against mask mandates. I don't think most pro-choice people would want to bite *that* bullet. ;)",Neutral to abortion rights/restrictions,0,1493314985421938694
395,RT I know my place as a man thats why I dont drink boba or give my opinion on abortion,Neutral to abortion rights/restrictions,0,1527070031632379905
396,"No wonder Pro-life and not big fans of contraception. Keeps the coffers full and lots of sheep to fleece, er em, I mean tend.",Neutral to abortion rights/restrictions,0,1482844129298026496
397,"PLEASE REPLY: Should the US sanction Russia? Text back: YUP, NAH or DUNNO to find out. As Russia invades Ukraine and the Supreme Court prepares to overturn abortion rights ... Tune into The RNL Show Watch Today 5 pm ",Neutral to abortion rights/restrictions,0,1496989402592997379
398,RT Pardon the all-caps: THIS IS WHY ROE V WADE MUST NOT BE REPEALED! All the women of America must have access to life saving care in the case of ectopic pregnancy. Not just some of them!,Strongly believe abortion should be legal,2,1502297532952719367
399,"RT Our network of reproductive rights warriors fight for reproductive health in Delaware. We can only do this work together, so join us! Fill out the form here: ",Strongly believe abortion should be legal,2,1485636843232280579
400,"RT Abortion is a fundamental right. Womens decisions over womens health care belong to women, not to extremist right-wing legislatures. Today, the Senate will vote on moving forward on the Women's Health Protection Act to protect abortion rights.",Strongly believe abortion should be legal,2,1498609611783524353
401,You made a huge mistake wasting your time attempting to buy Twitter. Stick to EVs & rockets. & your new spin that we need more people on the planet is nonsense. Is that why you joined the anti-choice party? We shouldnt be increasing the pop until we get to zero emissions.,Strongly believe abortion should be legal,2,1533895109372170240
402,"But youll have to endure open carry in your grocery store, antivacers, banned books, assaults on womens reproductive rights, and so on. Ill pay the taxes.",Neutral to abortion rights/restrictions,0,1492145171072442368
403,"Lolol idc about abortion. Youre pretty basic if you fail to see how america can and will never be able to get rid of guns. Youre also basic if you cant see that gun laws dont work here, nor does an outright ban on things. Try again.",Neutral to abortion rights/restrictions,0,1529952433387995136
404,"RT Dear #SCOTUS: #SB8 is NOT backed by science. Here's what is, according to our research: Abortion is extremely safe. Bans force people to travel across state lines. People who are denied abortions suffer significant negative consequences. #TurnawayStudy ",Strongly believe abortion should be legal,2,1469361858960191490
405,RT Then start fighting for Texan women's freedom & liberty to choose/get an abortion after discussing the matter with her doctor. That decision is sometimes the BEST option for her personal health & wellbeingdenying such healthcare options are an assault on women's rights.,Strongly believe abortion should be legal,2,1477742436013199362
406,RT Fr. Frank is in Washington DC today to Protest at the Supreme Court to End Abortion! ,Strongly believe abortion should be legal,2,1444322636188864516
407,"RT So, I'm not Catholic, but I know that in my church if someone was openly endorsing abortion they would be disciplined. Is your church going to deny communion to the Catholic politicians who voted for this barbarism?",Neutral to abortion rights/restrictions,0,1471487534274281473
408,"So glad we can count on you to support abortion rights, too. The government does not know more than my doctor, nor me, about my body and what I do with it. Woot!",Strongly believe abortion should be legal,2,1452127700987092994
409,RT We're calling on Ministry of Health to suspend the launch of the Draft Reproductive Health Policy 2020-2030 until such time as when all the missing aspects of reproductive health are included in the draft particularly access to safe abortion. #RejectRHPolicy #StopTheLaunch ,Strongly believe abortion should be legal,2,1506259275223642114
410,"RT The deepest-reddest states don't have sufficient OBGYNs. They already have high maternal mortality rates. ""Anti-abortion"" rebranded to ""Pro-life"" because it market tested better; it's roots come from racism. It has never been about life. It has always been about control.",Strongly believe abortion should be legal,2,1522347394729492480
411,"@TexasHDC @POTUS @CivilRights The Texas abortion law is not just a constitutional insult to women, its a treasonous offense against American Democracy. The entire Texas legislature should be impeached. @TexasTribune",Strongly believe abortion should be legal,2,1448011411867713536
412,"RT As declares Nebraska a pro-life state, it is important to remember the majority of Nebraskans want abortion to remain legal. On this anniversary of #RoeVWade, the Democratic Party continues to stand with women making their own health care decisions. -Chair ",Strongly believe abortion should be legal,2,1485003282431025152
413,"RT ""A majority of Americans want gun control, but the Senate, whose arcane rules Feinstein still submits to, will not allow it. They want abortion rights, but the Court, which was stolen by Feinsteins Republican friends, is poised to ensure that those rights are erased."" ",Neutral to abortion rights/restrictions,0,1534936764560859137
414,RT Finding a new city to move to is difficult. Who knew Id have to choose between an apartment and reproductive rights.,Strongly believe abortion should be legal,2,1508480931325263873
415,"RT Americans have an extraordinary tolerance for mortality --covid, guns, and I expect, maternal mortality due to abortion restrictions. Ireland legalized abortion because of headlines like this. I suspect we'll gloss over these deaths like so many others. ",Strongly believe abortion should be legal,2,1503951210092511234
416,RT Thousands of protesters gathered at the Franklin Park Playstead in Jamaica Plain on Oct. 2 in response to Texas Heartbeat Act (SB 8) that went into effect Sept. 1. ,Neutral to abortion rights/restrictions,0,1446143603684913160
417,RT 19 powerful images from yesterdays #WomensMarch for #AbortionRights: #WomensMarch2021 https:/,Strongly believe abortion should be legal,2,1444673635168489474
418,"ACB - was conservative & against abortion, but that was ok? If she's qualified, then we need to follow due process.",Neutral to abortion rights/restrictions,0,1498272605853257730
419,"RT The library believes, f**k that, knows everyone deserves access to quality healthcare including abortion. This ain't funny, and we should have said it sooner.",Strongly believe abortion should be legal,2,1514753992965902343
420,"RT If the Democrats lose the House next year, everything that was passed in 2021 & 2022 dies in 2023 Pandemic stimulus, protecting voting & reproductive rights, LGBTQ protections, gun laws, etc., are all done #wtpBLUE #wtp1024 ",Strongly believe abortion should be legal,2,1444295191632904194
421,RT please explain to me how an aggressive round of chemo is safe for my unborn baby but not a glass of wine,Neutral to abortion rights/restrictions,0,1474951764038221825
422,"RT And the take is wrong at its base level. I'm no academic or scholarly researcher, so I don't have empirical data, but I don't think people whose sole issue was abortion are going to suddenly stop voting. They'll shift the goal posts and see how much farther they can go.",Neutral to abortion rights/restrictions,0,1466855184605212675
423,RT U.S. doctors see spike in vasectomies following end of Roe v. Wade: report ,Slightly believe abortion should be legal,1,1542641041945333762
424,Exactly... I'll bet you lost your mind when Texas enacted the abortion rule. So eff you and your hypocrisy.,Slightly believe abortion should be illegal,-1,1437508004727951361
425,RT I spent $2200 in Massy. This is a birth control tweet.,Slightly believe abortion should be legal,1,1453409011643133952
426,What are you doing to increase foster care budgets? Specially while you are supporting making abortion illegal?,Neutral to abortion rights/restrictions,0,1542645735883247616
427,RT The Supreme Courts leaked draft decision on Roe v. Wade proves that these justices dont care much for precedent which means key climate change decisions could be next. Thats one reason why we mean it when we say: reproductive justice is climate justice. Period.,Strongly believe abortion should be legal,2,1528418419246125056
428,"RT I commend for his strong leadership during these challenging times. Pleased President Biden supports a filibuster exemption to codify Roe v. Wade into law. Help us elect two more Dem US Senators and hold the House, and we will get this done. ",Strongly believe abortion should be legal,2,1542636298925576193
429,RT The good folks over at are liberating history from the white cishetero patriarchy. We to see it! this piece from about the feminist self-help movement & the way it helped people take power over their bodies in a pre-Roe world: ,Strongly believe abortion should be legal,2,1486096684971184130
430,"The politicians who endorse pro-life are overwhelmingly not that. You've probably been told this before, but making abortions illegal will do little to reduce how many happen. If you want that you'll need to promote safe sex ed and contraception, which isn't popular in that crowd",Strongly believe abortion should be legal,2,1541905208757862400
431,"RT So many asking, ""What can I do right now?"" GET THESE IN YOUR HOUSE NOW: 1. Birth control 2. Emergency contraception 3. Medication abortion pills. Find it all here: https://t.co/xVWfQgBBG0 #RoeVWadeprotest #roevwade #bansoffourbodies",Strongly believe abortion should be legal,2,1540482757100462080
432,"I know they exist. I wasn't for the Texas abortion ban tactics for the reasons listed and I'm not sure I'm in favor of Newsome mirroring those tactics.I believe there will be unseen,tragic consequences. Will gun nutz recognize a political ploy when they c 1 ?",Neutral to abortion rights/restrictions,0,1470171530357317634
433,RT The Satanic Temple released a statement arguing they will fight in court for the right to religious abortion. https:/,Strongly believe abortion should be legal,2,1524901910867693569
434,Maybe some sort of opposition will emerge from this. I'm very pro-life and would support a candidate on this. A (new) party with traditional values/pro-life/sensible economic polices could clean up. Agree with answering to the people (don't hold your breath).,Strongly believe abortion should be illegal,-2,1518576409723158532
435,Just keep it legal because abortion will always be here. Poor woman will get back alley abortions like they used to and rich women will find drs to perform them.,Strongly believe abortion should be legal,2,1467201678914949121
436,"As much as I agree with your abortion view, you can't abolish this just because they disagree with your views. Your views are yours. Their views are theirs. They are just as entitled to share their views as anyone else",Slightly believe abortion should be legal,1,1445374136444932096
437,RT Can you believe by Thanksgiving of next tear abortion could be illegal in America? Actually it will have been illegal,Slightly believe abortion should be legal,1,1463709570891599878
438,"RT Obama ""Is it the one that forces poor nuns to pay for the free abortion insurance? Should the fees be so high that the healthy come to bankruptcy before becoming ill? Should government open more schools? Should corporations hire more innovation officers?"" ",irrelevant or no opinion on abortion,99,1535491447910064133
439,"RT A 15-week abortion ban is NOT a compromise. It's a partisan, subjective, medically unnecessary restriction on critical health care.",Strongly believe abortion should be legal,2,1499820271406092291
440,"It's easy to pick apart isolated examples, cuz you will always find some misinformation somewhere. But if u take a step back and look at the overall data about this, we can conclude that banning abortions does cause a lot of death and suffering among women ",Slightly believe abortion should be legal,1,1447607491286552578
441,"And to be technical,abortion is not illegal in Texas,its just mostly illegal and their trick to get around the constitutionality of it all.Should frighten everyone. If this precedence is set, what would stop California from enacting a similar vigilante law, for guns?",Slightly believe abortion should be legal,1,1454588611568054278
442,"RT If you believed there were just as many negative stories, you would understand why adoption is not an alternative to abortion.",Strongly believe abortion should be legal,2,1496021094222172160
443,"RT 5 years ago when moving to Austin, I worried about accessing the healthcare I needed due to the states politics, including",Strongly believe abortion should be legal,2,1449416230788554757
444,"Embryo is the correct terminology, not baby, and there is a passage in numbers on how to have an abortion. Yes, alive, born from term infants you can't kill. That's not an embryo nor fetus.",Strongly believe abortion should be legal,2,1508360148544364546
445,Da Fuq???? How can people be so brainwashed that they terminate their pregnancy based on the weather???,Slightly believe abortion should be illegal,-1,1515957341400743940
446,RT The lone abortion clinic in Mississippi is warning the Supreme Court that any move to undermine a half century of legal precedent,Strongly believe abortion should be legal,2,1438258428066111492
447,"RT The GOP talks about pro-life like they actually care about the lives of women, children and the vulnerable and yet they dont give a damn about what they advocate as long as they are pleasing the Christian Crusade and the NRA that is in their pocket books.",Strongly believe abortion should be legal,2,1529244571502354440
448,"RT Parties with a 'conscience' position on abortion and LGBTQ+ rights defend it as giving MLAs a choice. But if those MLAs and candidates refuse to say which way they would vote on these issues, how can we trust them with that choice? We can't.",Strongly believe abortion should be legal,2,1519309623160889347
449,"RT #3 In 2007, a group of religious-right activists organized a presidential debate for GOP candidates. The debate opened with a choir singing a song called ""Why Should God Bless America?"" that railed against abortion and the lack of prayer in schools. ",Neutral to abortion rights/restrictions,0,1471923084055781383
450,Just because a doctor is performing an abortion doesn't mean it's not also a murder as egregious as a parent doing so in their house,Strongly believe abortion should be illegal,-2,1483649923304210435
451,RT The Texas abortion ban is more of the same: It's about forcing Americans to live in terror of their nosy right wing neighbors. ,Neutral to abortion rights/restrictions,0,1460813947179782148
452,"RT Rand Paul is also running for reelection on vilifying Fauci. I havent heard from any Republican this year about what they want to achieve in office to help their constituents, only what theyre against science, history, voting, LGBTQ and reproductive rights.",Neutral to abortion rights/restrictions,0,1505604319407661060
453,"Sire, you are one of the wisest people on the subject of Wh Sup that I have ever heard. However, I need you to show me in the King James Bible from 1611, where the Supreme Being says he approves abortions. Ici e mon proof dat u r wrong! ",Strongly believe abortion should be illegal,-2,1467218027464867841
454,I just want to hit my head on the wall. All she wanted this morning was to put her plug in for her Friends novel. The abortion issue the conversion issue would have been enough I would think to steer her in a diff. direction but IMO it is any vote to get PM Trudeau out of office.,Neutral to abortion rights/restrictions,0,1437117705476132865
455,RT Theres a reason I was the youngest of 7 born in 10 years & why in my neighborhood there were ^three* Catholic families with 12 children. Its ungodly. You cannot provide for all the them. Constant stress. Moms dr. kicked her out of his office when she asked about birth control.,Strongly believe abortion should be legal,2,1538270982753988611
456,RT Biden is wrong. Guns are not the number one killer of children. Abortion is,Strongly believe abortion should be illegal,-2,1532511540930281481
457,"RT With caring about your health, we have so far covered 2 events where sensitization about Self Inject Contraceptive has been done to women aged 18-34 years. Alot has been taught on how to use it, the period, the benefits, the accessibility and much more. ",Slightly believe abortion should be legal,1,1468479787660423171
458,"Sex for humans wasnt always for pleasure, men dont last long because we are meant for conceiving. He was curious as a woman never had told him their thoughts, few let him finish in them, the lack of birth control being a factor. Im not sure to be honest.",Neutral to abortion rights/restrictions,0,1496725181397712896
459,"RT The thing about crypto is that republicans will force you to give birth and then do nothing to help sustain the actual living. From denying folks basic healthcare to blocking gun control legislation at every turn, they are the most pro-death group around.",Strongly believe abortion should be legal,2,1525955543440965635
460,So add a second type of Birth Control?! Cheaper than an abortion AND Safer! ,Slightly believe abortion should be legal,1,1521638071271370753
461,RT ::hugs:: There is a real need for abortion & women's healthcare to be treated seriously and fu,Strongly believe abortion should be legal,2,1441153810559221765
462,RT cw// pregnancy woke up with a single thought: sugar baby rey decides to mess with her birth control in hopes of keeping her sugar daddy around forever too bad she didnt know ben was already doing that because he *needs* to keep her anyway he can :-),Neutral to abortion rights/restrictions,0,1517174320182829058
463,"RT If Roe v. Wade is overturned, every person on dialysis needs to sue anyone who is a match to demand their kidney. Same for liver lobes. And blood, platelets, and bone marrow. The court will have said you have no bodily autonomy if another life depends on your body parts.",Strongly believe abortion should be legal,2,1470413057704796160
